smiles,chembl_id,has_single_amine,amine_type,logP,MW,HDonors,HAcceptors
COC(=O)Cc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1,CHEMBL267286,True,tertiary,3.2097000000000016,285.255,0,5
COc1c2occc2c(CN2CCCCC2)c2ccc(=O)oc12.Cl,CHEMBL6701,True,tertiary,3.955500000000004,349.814,0,5
CC1CCC(N)=NC1,CHEMBL269330,True,primary,0.7735000000000001,112.17600000000002,1,2
Oc1ncnc2c1Cc1ccccc1N2,CHEMBL6796,True,secondary,1.8299999999999998,199.21300000000002,2,4
O=C([O-])CCC/C=C\C[C@H]1[C@@H]2CC[C@@H](C2)[C@H]1CNS(=O)(=O)c1ccccc1.[Na+],CHEMBL8324,True,secondary,-0.5022999999999971,413.5150000000001,1,4
CN(C)c1ncnc2c1ncn2Cc1c(F)cccc1Cl,CHEMBL269381,True,tertiary,2.733100000000001,305.744,0,4
C=CCC1Oc2cccc(OCc3ccccc3)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,CHEMBL8131,True,secondary,7.549600000000005,423.55600000000015,1,3
CN(C)c1ncnc2c1ncn2Cc1cccc(I)c1,CHEMBL268404,True,tertiary,2.5452000000000004,379.205,0,4
O=C1Nc2ccccc2C12OCCO2,CHEMBL6816,True,secondary,0.8382999999999999,191.18599999999992,1,3
CCN1CCc2onc(OC)c2C1.Cl,CHEMBL6568,True,tertiary,1.483,218.684,0,4
COc1ccc2c3c([nH]c2c1)CNCC3,CHEMBL6310,True,secondary,1.8222,202.25699999999998,2,2
COc1ccc(CCNCC(O)COC(=O)c2ccc(C)cc2)cc1OC,CHEMBL7127,True,secondary,2.3622200000000007,373.4490000000001,2,6
CCCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,CHEMBL7599,True,secondary,4.226100000000002,285.34299999999996,1,3
Cc1ccc2c(c1)C1(OCCO1)C(=O)N2,CHEMBL6395,True,secondary,1.1467199999999997,205.21299999999997,1,3
CCn1ncc2c(N[C@@H](C)C3CCCCC3)c3cc(C#N)ccc3nc21,CHEMBL8132,True,secondary,4.856780000000004,347.466,1,4
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,CHEMBL7301,True,secondary,6.8623000000000065,391.55500000000023,2,2
CCOC(=O)c1ccc(N/C(S)=N/c2ccc3c(c2)C(C)(C)CC(C)(C)S3)cc1,CHEMBL6609,True,secondary,6.444700000000005,428.6230000000002,2,4
Nc1nc2ccc(OCc3ccccc3)cc2c2nc(-c3ccco3)nn12,CHEMBL7748,True,primary,3.6987000000000023,357.3730000000001,1,6
C=CCC1Oc2cccc(COC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,CHEMBL267670,True,secondary,6.117000000000005,361.48500000000007,1,3
NC(=O)C1Cc2cc3c(-c4ccccc4F)noc3c(Cl)c2O1,CHEMBL7783,True,primary,3.076100000000001,332.71800000000013,1,4
Cn1cc(C2=C(c3cn(CCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL268292,True,secondary,2.692500000000001,385.4230000000001,2,3
O=[N+]([O-])c1cc2cc(Cl)c3ccccc3c2o1,CHEMBL7743,True,tertiary,4.1476000000000015,247.637,0,3
Cc1[nH]c2ccc(O)cc2c1CCN,CHEMBL266591,True,primary,1.68312,190.24599999999992,3,2
CCCC(=O)Nc1ccc(C(=O)c2cccc(OC)c2)cc1,CHEMBL8200,True,secondary,3.6648000000000023,297.354,1,3
NC1=NC(c2cccs2)Cc2ccsc21,CHEMBL8041,True,primary,2.8123000000000014,234.34899999999996,1,4
O=C(N[C@@H](CO)C(=O)O)c1ccccc1Br,CHEMBL7761,True,secondary,0.6243999999999998,288.097,3,3
CC(C)CC(=O)C(=O)N1CCCCC1C(=O)OCCS(=O)(=O)c1ccccc1,CHEMBL7131,True,tertiary,1.9997999999999996,409.5040000000001,0,6
O=C(N[C@@H](CS)C(=O)O)c1ccccc1Br,CHEMBL7335,True,secondary,1.5619,304.165,3,3
C=C1C[C@@H]1CC(N)=O,CHEMBL6794,True,primary,0.43790000000000007,111.144,1,1
CC(C)NCC(O)COc1ccc(C[S+]([O-])CC2CC2)cc1,CHEMBL6902,True,secondary,2.0829999999999993,325.4740000000001,2,4
NC1=NCCc2ccsc21,CHEMBL268521,True,primary,1.0094999999999998,152.22199999999998,1,3
Nc1nc(O)c2ncn(COCCI)c2n1,CHEMBL274150,True,primary,0.5232000000000001,335.10499999999996,2,6
CSc1nc(O)c2c(C(N)=O)[nH]nc2n1,CHEMBL7646,True,primary,-0.12070000000000014,225.233,3,6
CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCN(C)C)cc1)c1ccccc1,CHEMBL6327,True,tertiary,7.771000000000009,539.5010000000004,0,2
COc1ccc2[nH]c(C)c(CCN(C)C)c2c1,CHEMBL7143,True,tertiary,2.5890200000000005,232.32699999999997,1,2
Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1,CHEMBL267678,True,primary,3.854820000000002,300.408,1,4
CN(CC(=O)O)C(=N)CP(=O)([O-])[O-].[Na+].[Na+],CHEMBL8056,True,tertiary,-8.098230000000004,254.08999999999997,2,5
COc1cc(CC(C)N)c(OC)cc1I,CHEMBL6616,True,primary,2.1981,321.158,1,3
CC(C)NCC(O)COc1ccc(CCOC2CCCC2)cc1,CHEMBL267375,True,secondary,2.926000000000001,321.46100000000007,2,4
O=C1NC(=O)C(c2cn(CCOCCOCCOCCO)c3ccccc23)=C1c1c[nH]c2ccccc12,CHEMBL266521,True,secondary,2.7319000000000004,503.5550000000002,3,6
O=C(N[C@@H](Cc1c[nH]c2ncccc12)C(=O)O)c1ccccc1Br,CHEMBL7308,True,secondary,2.7511,388.221,3,3
CCCCc1c([N+](=O)[O-])oc2ccc3ccccc3c12,CHEMBL266762,True,tertiary,4.836800000000003,269.30000000000007,0,3
CC(C)NCC(O)COc1ccc(CCSCC2CCC2)cc1,CHEMBL7043,True,secondary,3.5001000000000024,337.5290000000001,2,4
CC(C)(C)OC(=O)C1=C(O)C(=O)N(Cc2cccs2)C1,CHEMBL6943,True,tertiary,2.2440999999999995,295.36,1,5
N#Cc1ccc(C[C@H](NC(=O)c2ccccc2Br)C(=O)O)cc1,CHEMBL7552,True,secondary,2.746480000000001,373.206,2,3
CNCC(O)COC(=O)c1ccc2c(c1)OCO2,CHEMBL7456,True,secondary,0.15239999999999942,253.25399999999996,2,6
NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)n1,CHEMBL8076,True,primary,-3.0114999999999994,244.20700000000002,4,7
O=C1Nc2ccc(Cl)cc2C12OCCS2,CHEMBL6561,True,secondary,2.2082999999999995,241.69899999999996,1,3
CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(I)cc2C1=O,CHEMBL6659,True,tertiary,3.017800000000002,439.2530000000001,0,4
COc1ccc(CCNCC(O)COC(=O)c2ccc(F)cc2)cc1OC,CHEMBL269278,True,secondary,2.1929,377.4120000000001,2,6
COc1ccc(Cl)c(C2(F)C(=O)Nc3cc(C)ccc32)c1,CHEMBL266778,True,secondary,3.8222200000000024,305.736,1,2
CCCOC(=O)c1ncn2c1CN(C)C(=O)c1sccc1-2,CHEMBL268626,True,tertiary,2.0862,305.359,0,5
Cc1nc(O)c(N)cc1-c1ccc(-n2ccnc2)cc1,CHEMBL8178,True,primary,2.53052,266.30400000000003,2,4
COC(=O)C(C)(C)CCCOc1ccc(C=N/N=C(/N)S)c(OCCCC(C)(C)C(=O)OC)c1,CHEMBL267975,True,primary,3.9814000000000034,495.6420000000004,2,8
CC(C)OC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cl)ccc1-2,CHEMBL6861,True,tertiary,2.6765000000000008,333.77500000000003,0,4
COc1ccc(CCNCC(O)COC(=O)c2ccccc2F)cc1OC,CHEMBL7539,True,secondary,2.1929,377.4120000000001,2,6
Nc1nc(O)c2cc(S(=O)(=O)c3ccc(Cl)c(Cl)c3)ccc2n1,CHEMBL7000,True,primary,3.057200000000001,370.2170000000001,2,6
C[C@@H](NC(=O)c1ccccc1Br)C(=O)O,CHEMBL7605,True,secondary,1.6520000000000001,272.09799999999996,2,2
CN(C)c1ncnc2c1ncn2Cc1ccc(Cl)cc1,CHEMBL7581,True,tertiary,2.5940000000000003,287.754,0,4
Cc1ccc(Sc2nccc3sc(C(N)=O)cc23)cc1,CHEMBL266798,True,primary,3.854820000000002,300.408,1,4
CC(=O)Nc1nc(O)c2cc(S(=O)(=O)c3ccc4ccccc4c3)ccc2n1,CHEMBL7136,True,secondary,3.2798000000000007,393.4240000000001,2,6
CCCCON,CHEMBL6960,True,primary,0.6768000000000002,89.138,1,2
CN(C)c1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,CHEMBL7759,True,tertiary,3.2569000000000017,313.748,0,5
O=C1c2ccc(OCc3ccccc3-c3ccccc3)cc2CCC1CCN1CCC(c2ccccc2)CC1,CHEMBL7282,True,tertiary,7.947400000000009,515.6970000000003,0,3
Cc1cc(-c2c(F)cc3c(=O)c(Cc4ccccc4N)cn(C4CC4)c3c2F)cc(C)n1,CHEMBL7769,True,primary,5.466440000000003,431.4860000000002,1,3
CN(C)c1ncnc2c1ncn2C1CCCc2ccccc21,CHEMBL7579,True,tertiary,2.8180000000000014,293.37399999999997,0,4
CC(C)NCC(O)COC(=O)c1ccc(F)cc1,CHEMBL6863,True,secondary,1.3413999999999997,255.289,2,4
NC1=NC(c2ccccc2F)Cc2ccccc21,CHEMBL268403,True,primary,2.828400000000001,240.28099999999995,1,2
Clc1ncc(C2CC3CCC2N3)cn1,CHEMBL6489,True,secondary,1.7378999999999998,209.67999999999998,1,3
CC(C)NCC(O)COc1ccccc1,CHEMBL7154,True,secondary,1.4242999999999997,209.28900000000002,2,3
NC1=NC(C2CC2)Cc2ccccc21,CHEMBL7931,True,primary,1.7265999999999997,186.258,1,2
Brc1ccc2[nH]c3c(c2c1)CCNC3,CHEMBL6427,True,secondary,2.5761000000000003,251.12699999999995,2,1
NC(=O)c1ccccc1,CHEMBL267373,True,primary,0.7855000000000001,121.13899999999995,1,1
CC(C)NC1CCc2cc(O)c(O)cc2[C@H]1O,CHEMBL6898,True,secondary,1.444,237.299,4,4
NC1=NC(c2ccc(F)cc2)Cc2cc(F)ccc21,CHEMBL7946,True,primary,2.967500000000001,258.271,1,2
Nc1ncnc2c1ncn2Cc1ccccc1F,CHEMBL6773,True,primary,1.5958999999999999,243.24499999999998,1,4
COc1c2occc2c(CN(C)C)c2ccc(=O)oc12.Cl,CHEMBL267498,True,tertiary,3.0312000000000023,309.74899999999997,0,5
COc1cccc2[nH]c3c(c12)CCNC3,CHEMBL6586,True,secondary,1.8221999999999998,202.25699999999995,2,2
Fc1ccccc1Cn1cnc2c(NC3CCC3)ncnc21,CHEMBL266732,True,secondary,2.9781000000000013,297.337,1,4
COc1cccc(Oc2ccc(NC(=O)C(C)C)cc2)c1,CHEMBL7703,True,secondary,4.0820000000000025,285.343,1,3
CN(N=O)c1cc(O)ccc1O,CHEMBL269733,True,tertiary,1.2153999999999998,168.152,2,4
O=C(N[C@@H](Cc1cccs1)C(=O)O)c1ccccc1Br,CHEMBL7742,True,secondary,2.936300000000001,354.225,2,3
Nc1ncnc2c1ncn2Cc1ccccc1,CHEMBL266094,True,primary,1.4567999999999999,225.255,1,4
CN1CCC[C@H]1c1cccnc1,CHEMBL3,True,tertiary,1.8483,162.236,0,2
COc1ccc2ccc3oc([N+](=O)[O-])cc3c2c1OC,CHEMBL6965,True,tertiary,3.511400000000002,273.24399999999997,0,5
